idBoleto;idEmpresa;dataVecto;valorParc;total;origem;motivoDescarteApp
7449836;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449837;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449838;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449839;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449840;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449841;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449842;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449843;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449845;75;2026-09-10;373,24;373,24;0;Lido pelo App
7449846;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449847;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449848;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449849;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449850;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449851;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449852;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449853;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449854;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449855;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449856;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449857;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449858;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449859;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449860;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449861;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449862;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449863;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449864;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449865;75;2026-09-10;373,24;373,24;0;Lido pelo App
7449866;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449867;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449868;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449869;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449870;75;2026-09-10;373,24;373,24;0;Lido pelo App
7449871;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449872;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449873;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449874;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449875;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449876;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449877;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449878;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449879;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449880;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449881;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449882;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449883;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449884;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449885;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449886;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449887;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449888;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449889;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449890;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449892;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449893;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449894;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449895;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449896;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449897;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449898;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449899;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449900;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449901;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449902;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449903;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449904;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449905;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449906;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449907;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449908;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449909;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449910;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449911;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449912;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449913;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449914;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449915;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449916;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449917;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449918;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449919;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449920;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449921;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449922;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449923;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449924;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449925;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449926;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449927;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449929;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449930;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449931;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449932;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449933;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449934;75;2026-09-10;373,24;373,24;0;Lido pelo App
7449935;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449936;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449937;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449938;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449939;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449940;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449941;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449942;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449943;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449944;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449945;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449946;75;2026-09-10;343,24;343,24;0;Lido pelo App
7449947;75;2026-09-10;343,24;343,24;0;Lido pelo App
